Form ID	Name	Editor Name	Value	Weight
0010177F	Robes of Extreme Restoration	EnchClothesNecroRobesRestoration05	5	1
00109062	Robes of Extreme Restoration	EnchClothesWarlockRobesHoodedRestoration05	5	1
00101759	Robes of Extreme Restoration	EnchClothesWarlockRobesRestoration05	5	1
00109021	Robes of Illusion	EnchClothesNecroRobesHoodedIllusion02	5	1
001017A4	Robes of Illusion	EnchClothesNecroRobesIllusion02	5	1
00109088	Robes of Illusion	EnchClothesWarlockRobesHoodedIllusion02	5	1
00101750	Robes of Illusion	EnchClothesWarlockRobesIllusion02	5	1
00101779	Robes of Major Alteration	EnchClothesNecroRobesAlteration03	5	1
0010900A	Robes of Major Alteration	EnchClothesNecroRobesHoodedAlteration03	5	1
00101739	Robes of Major Alteration	EnchClothesWarlockRobesAlteration03	5	1
0010904B	Robes of Major Alteration	EnchClothesWarlockRobesHoodedAlteration03	5	1
001017B5	Robes of Major Conjuration	EnchClothesNecroRobesConjuration03	5	1
00109010	Robes of Major Conjuration	EnchClothesNecroRobesHoodedConjuration03	5	1
0010173F	Robes of Major Conjuration	EnchClothesWarlockRobesConjuration03	5	1
00109051	Robes of Major Conjuration	EnchClothesWarlockRobesHoodedConjuration03	5	1
001017AF	Robes of Major Destruction	EnchClothesNecroRobesDestruction03	5	1
00109016	Robes of Major Destruction	EnchClothesNecroRobesHoodedDestruction03	5	1
00101745	Robes of Major Destruction	EnchClothesWarlockRobesDestruction03	5	1
00109057	Robes of Major Destruction	EnchClothesWarlockRobesHoodedDestruction03	5	1
00109022	Robes of Major Illusion	EnchClothesNecroRobesHoodedIllusion03	5	1
001017A3	Robes of Major Illusion	EnchClothesNecroRobesIllusion03	5	1
00109087	Robes of Major Illusion	EnchClothesWarlockRobesHoodedIllusion03	5	1
00101751	Robes of Major Illusion	EnchClothesWarlockRobesIllusion03	5	1
00109029	Robes of Major Restoration	EnchClothesNecroRobesHoodedRestoration03	5	1
00101781	Robes of Major Restoration	EnchClothesNecroRobesRestoration03	5	1
00109064	Robes of Major Restoration	EnchClothesWarlockRobesHoodedRestoration03	5	1
00101757	Robes of Major Restoration	EnchClothesWarlockRobesRestoration03	5	1
00101777	Robes of Minor Alteration	EnchClothesNecroRobesAlteration01	5	1
00109008	Robes of Minor Alteration	EnchClothesNecroRobesHoodedAlteration01	5	1
00101737	Robes of Minor Alteration	EnchClothesWarlockRobesAlteration01	5	1
00109049	Robes of Minor Alteration	EnchClothesWarlockRobesHoodedAlteration01	5	1
0010177D	Robes of Minor Conjuration	EnchClothesNecroRobesConjuration01	5	1
0010900E	Robes of Minor Conjuration	EnchClothesNecroRobesHoodedConjuration01	5	1
0010173D	Robes of Minor Conjuration	EnchClothesWarlockRobesConjuration01	5	1
0010904F	Robes of Minor Conjuration	EnchClothesWarlockRobesHoodedConjuration01	5	1
001017B1	Robes of Minor Destruction	EnchClothesNecroRobesDestruction01	5	1
00109014	Robes of Minor Destruction	EnchClothesNecroRobesHoodedDestruction01	5	1
00101743	Robes of Minor Destruction	EnchClothesWarlockRobesDestruction01	5	1
00109055	Robes of Minor Destruction	EnchClothesWarlockRobesHoodedDestruction01	5	1
00109020	Robes of Minor Illusion	EnchClothesNecroRobesHoodedIllusion01	5	1
001017A5	Robes of Minor Illusion	EnchClothesNecroRobesIllusion01	5	1
00109089	Robes of Minor Illusion	EnchClothesWarlockRobesHoodedIllusion01	5	1
00101749	Robes of Minor Illusion	EnchClothesWarlockRobesIllusion01	5	1
0010902B	Robes of Minor Restoration	EnchClothesNecroRobesHoodedRestoration01	5	1
00101783	Robes of Minor Restoration	EnchClothesNecroRobesRestoration01	5	1
00109066	Robes of Minor Restoration	EnchClothesWarlockRobesHoodedRestoration01	5	1
00101755	Robes of Minor Restoration	EnchClothesWarlockRobesRestoration01	5	1
0010177C	Robes of Peerless Alteration	EnchClothesNecroRobesAlteration06	5	1
0010900D	Robes of Peerless Alteration	EnchClothesNecroRobesHoodedAlteration06	5	1
0010173C	Robes of Peerless Alteration	EnchClothesWarlockRobesAlteration06	5	1
0010904E	Robes of Peerless Alteration	EnchClothesWarlockRobesHoodedAlteration06	5	1
001017B2	Robes of Peerless Conjuration	EnchClothesNecroRobesConjuration06	5	1
00109013	Robes of Peerless Conjuration	EnchClothesNecroRobesHoodedConjuration06	5	1
00101742	Robes of Peerless Conjuration	EnchClothesWarlockRobesConjuration06	5	1
00109054	Robes of Peerless Conjuration	EnchClothesWarlockRobesHoodedConjuration06	5	1
001017AC	Robes of Peerless Destruction	EnchClothesNecroRobesDestruction06	5	1
00109019	Robes of Peerless Destruction	EnchClothesNecroRobesHoodedDestruction06	5	1
00101748	Robes of Peerless Destruction	EnchClothesWarlockRobesDestruction06	5	1
0010905A	Robes of Peerless Destruction	EnchClothesWarlockRobesHoodedDestruction06	5	1
00109025	Robes of Peerless Illusion	EnchClothesNecroRobesHoodedIllusion06	5	1
001017A0	Robes of Peerless Illusion	EnchClothesNecroRobesIllusion06	5	1
00109084	Robes of Peerless Illusion	EnchClothesWarlockRobesHoodedIllusion06	5	1
00101754	Robes of Peerless Illusion	EnchClothesWarlockRobesIllusion06	5	1
00109026	Robes of Peerless Restoration	EnchClothesNecroRobesHoodedRestoration06	5	1
0010177E	Robes of Peerless Restoration	EnchClothesNecroRobesRestoration06	5	1
00109061	Robes of Peerless Restoration	EnchClothesWarlockRobesHoodedRestoration06	5	1
0010175A	Robes of Peerless Restoration	EnchClothesWarlockRobesRestoration06	5	1
00109048	Robes of Quickening	EnchClothesNecroRobesHoodedMagickaRate02	5	1
0010524F	Robes of Quickening	EnchClothesNecroRobesMagickaRate02	5	1
00109083	Robes of Quickening	EnchClothesWarlockRobesHoodedMagickaRate02	5	1
00105EF0	Robes of Quickening	EnchClothesWarlockRobesMagickaRate02	5	1
00109047	Robes of Recharging	EnchClothesNecroRobesHoodedMagickaRate03	5	1
0010179F	Robes of Recharging	EnchClothesNecroRobesMagickaRate03	5	1
00109082	Robes of Recharging	EnchClothesWarlockRobesHoodedMagickaRate03	5	1
0010175B	Robes of Recharging	EnchClothesWarlockRobesMagickaRate03	5	1
00109046	Robes of Replenishing	EnchClothesNecroRobesHoodedMagickaRate04	5	1
0010179E	Robes of Replenishing	EnchClothesNecroRobesMagickaRate04	5	1
00109081	Robes of Replenishing	EnchClothesWarlockRobesHoodedMagickaRate04	5	1
0010175C	Robes of Replenishing	EnchClothesWarlockRobesMagickaRate04	5	1
0010902A	Robes of Restoration	EnchClothesNecroRobesHoodedRestoration02	5	1
00101782	Robes of Restoration	EnchClothesNecroRobesRestoration02	5	1
00109065	Robes of Restoration	EnchClothesWarlockRobesHoodedRestoration02	5	1
00101756	Robes of Restoration	EnchClothesWarlockRobesRestoration02	5	1
00109045	Robes of Resurgence	EnchClothesNecroRobesHoodedMagickaRate05	5	1
0010179D	Robes of Resurgence	EnchClothesNecroRobesMagickaRate05	5	1
00109080	Robes of Resurgence	EnchClothesWarlockRobesHoodedMagickaRate05	5	1
0010175D	Robes of Resurgence	EnchClothesWarlockRobesMagickaRate05	5	1
0006901D	Roggi's Ancestral Shield	FavorRoggiShield	60	12
0003C9FE	Roughspun Tunic	ClothesPrisonerTunic	1	1
000233D0	Saarthal Amulet	MG02Amulet	100	0.75
0002AC61	Savior's Hide	DA05SaviorsHide	2000	6
000F1B33	Savos Aren's Amulet	MG05RewardAmulet	300	1
0001B3A3	Scaled Armor	ArmorScaledCuirass	350	6
0010DEE3	Scaled Armor of Alteration	EnchArmorScaledCuirassAlteration02	350	6
0010DEE6	Scaled Armor of Conjuration	EnchArmorScaledCuirassConjuration02	350	6
0010DEE9	Scaled Armor of Destruction	EnchArmorScaledCuirassDestruction02	350	6
0010DEE5	Scaled Armor of Eminent Alteration	EnchArmorScaledCuirassAlteration04	350	6
0010DEE8	Scaled Armor of Eminent Conjuration	EnchArmorScaledCuirassConjuration04	350	6
0010DEEB	Scaled Armor of Eminent Destruction	EnchArmorScaledCuirassDestruction04	350	6
000D53F7	Scaled Armor of Eminent Health	EnchArmorScaledCuirassHealth04	350	6
0010DEEE	Scaled Armor of Eminent Illusion	EnchArmorScaledCuirassIllusion04	350	6
0010DEF1	Scaled Armor of Eminent Restoration	EnchArmorScaledCuirassRestoration04	350	6
000D53F5	Scaled Armor of Health	EnchArmorScaledCuirassHealth02	350	6
0010DEEC	Scaled Armor of Illusion	EnchArmorScaledCuirassIllusion02	350	6
0010DEE4	Scaled Armor of Major Alteration	EnchArmorScaledCuirassAlteration03	350	6
0010DEE7	Scaled Armor of Major Conjuration	EnchArmorScaledCuirassConjuration03	350	6
0010DEEA	Scaled Armor of Major Destruction	EnchArmorScaledCuirassDestruction03	350	6
000D53F6	Scaled Armor of Major Health	EnchArmorScaledCuirassHealth03	350	6
0010DEED	Scaled Armor of Major Illusion	EnchArmorScaledCuirassIllusion03	350	6
0010DEF0	Scaled Armor of Major Restoration	EnchArmorScaledCuirassRestoration03	350	6
0010DEEF	Scaled Armor of Restoration	EnchArmorScaledCuirassRestoration02	350	6
000D53FA	Scaled Armor of the Eminent Squire	EnchArmorScaledCuirassLightArmor04	350	6
000D53F9	Scaled Armor of the Major Squire	EnchArmorScaledCuirassLightArmor03	350	6
000D53F8	Scaled Armor of the Squire	EnchArmorScaledCuirassLightArmor02	350	6
0001B39F	Scaled Boots	ArmorScaledBoots	70	2
000D53E8	Scaled Boots of Brawn	EnchArmorScaledBootsCarry04	70	2
000D53EA	Scaled Boots of Dwindling Flames	EnchArmorScaledBootsResistFire03	70	2
000D53ED	Scaled Boots of Dwindling Frost	EnchArmorScaledBootsResistFrost03	70	2
000D53F0	Scaled Boots of Dwindling Shock	EnchArmorScaledBootsResistShock03	70	2
000D53F4	Scaled Boots of Eminent Sneaking	EnchArmorScaledBootsSneak04	70	2
0010DF9A	Scaled Boots of Eminent Stamina	EnchArmorScaledBootsStamina04	70	2
000D53EB	Scaled Boots of Flame Suppression	EnchArmorScaledBootsResistFire04	70	2
000D53EE	Scaled Boots of Frost Suppression	EnchArmorScaledBootsResistFrost04	70	2
000D53E6	Scaled Boots of Hauling	EnchArmorScaledBootsCarry02	70	2
000D53F3	Scaled Boots of Major Sneaking	EnchArmorScaledBootsSneak03	70	2
0010DF99	Scaled Boots of Major Stamina	EnchArmorScaledBootsStamina03	70	2
000D53F1	Scaled Boots of Shock Suppression	EnchArmorScaledBootsResistShock04	70	2
000D53F2	Scaled Boots of Sneaking	EnchArmorScaledBootsSneak02	70	2
0010DF98	Scaled Boots of Stamina	EnchArmorScaledBootsStamina02	70	2
000D53E7	Scaled Boots of Strength	EnchArmorScaledBootsCarry03	70	2
000D53E9	Scaled Boots of Waning Fire	EnchArmorScaledBootsResistFire02	70	2
000D53EC	Scaled Boots of Waning Frost	EnchArmorScaledBootsResistFrost02	70	2
000D53EF	Scaled Boots of Waning Shock	EnchArmorScaledBootsResistShock02	70	2
0001B3A0	Scaled Bracers	ArmorScaledGauntlets	70	2
00046BD0	Scaled Bracers of Alchemy	EnchArmorScaledGauntletsAlchemy02	70	2
00046BE9	Scaled Bracers of Archery	EnchArmorScaledGauntletsMarksman02	70	2
00046C7D	Scaled Bracers of Deft Hands	EnchArmorScaledGauntletsPickpocket02	70	2
00046BD2	Scaled Bracers of Eminent Alchemy	EnchArmorScaledGauntletsAlchemy04	70	2
00046BEB	Scaled Bracers of Eminent Archery	EnchArmorScaledGauntletsMarksman04	70	2
00046C80	Scaled Bracers of Eminent Deft Hands	EnchArmorScaledGauntletsPickpocket04	70	2
00046BE8	Scaled Bracers of Eminent Lockpicking	EnchArmorScaledGauntletsLockpicking04	70	2
00046CEA	Scaled Bracers of Eminent Smithing	EnchArmorScaledGauntletsSmithing04	70	2
00046CF5	Scaled Bracers of Eminent Sure Grip	EnchArmorScaledGauntletsTwoHanded04	70	2
00046C7C	Scaled Bracers of Eminent Wielding	EnchArmorScaledGauntletsOneHanded04	70	2
00046BE6	Scaled Bracers of Lockpicking	EnchArmorScaledGauntletsLockpicking02	70	2
00046BD1	Scaled Bracers of Major Alchemy	EnchArmorScaledGauntletsAlchemy03	70	2
00046BEA	Scaled Bracers of Major Archery	EnchArmorScaledGauntletsMarksman03	70	2
00046C7F	Scaled Bracers of Major Deft Hands	EnchArmorScaledGauntletsPickpocket03	70	2
00046BE7	Scaled Bracers of Major Lockpicking	EnchArmorScaledGauntletsLockpicking03	70	2
00046CDA	Scaled Bracers of Major Smithing	EnchArmorScaledGauntletsSmithing03	70	2
00046CF4	Scaled Bracers of Major Sure Grip	EnchArmorScaledGauntletsTwoHanded03	70	2
00046C7A	Scaled Bracers of Major Wielding	EnchArmorScaledGauntletsOneHanded03	70	2
00046C9E	Scaled Bracers of Smithing	EnchArmorScaledGauntletsSmithing02	70	2
00046CF3	Scaled Bracers of Sure Grip	EnchArmorScaledGauntletsTwoHanded02	70	2
00046C79	Scaled Bracers of Wielding	EnchArmorScaledGauntletsOneHanded02	70	2
0001B3A1	Scaled Helmet	ArmorScaledHelmet	175	2
00046CF7	Scaled Helmet of Alchemy	EnchArmorScaledHelmetAlchemy02	175	2
00046D1A	Scaled Helmet of Alteration	EnchArmorScaledHelmetAlteration02	175	2
00046DD3	Scaled Helmet of Archery	EnchArmorScaledHelmetMarksman02	175	2
00046D21	Scaled Helmet of Conjuration	EnchArmorScaledHelmetConjuration02	175	2
00046DB3	Scaled Helmet of Destruction	EnchArmorScaledHelmetDestruction02	175	2
00046CF8	Scaled Helmet of Eminent Alchemy	EnchArmorScaledHelmetAlchemy04	175	2
00046D20	Scaled Helmet of Eminent Alteration	EnchArmorScaledHelmetAlteration04	175	2
00046DE2	Scaled Helmet of Eminent Archery	EnchArmorScaledHelmetMarksman04	175	2
00046DB2	Scaled Helmet of Eminent Conjuration	EnchArmorScaledHelmetConjuration04	175	2
00046DB5	Scaled Helmet of Eminent Destruction	EnchArmorScaledHelmetDestruction04	175	2
00046DC4	Scaled Helmet of Eminent Illusion	EnchArmorScaledHelmetIllusion04	175	2
00046DCB	Scaled Helmet of Eminent Magicka	EnchArmorScaledHelmetMagicka04	175	2
00046DEF	Scaled Helmet of Eminent Restoration	EnchArmorScaledHelmetRestoration04	175	2
00046DC2	Scaled Helmet of Illusion	EnchArmorScaledHelmetIllusion02	175	2
00046DC7	Scaled Helmet of Magicka	EnchArmorScaledHelmetMagicka02	175	2
00046CF6	Scaled Helmet of Major Alchemy	EnchArmorScaledHelmetAlchemy03	175	2
00046D1F	Scaled Helmet of Major Alteration	EnchArmorScaledHelmetAlteration03	175	2
00046DD9	Scaled Helmet of Major Archery	EnchArmorScaledHelmetMarksman03	175	2
00046DB1	Scaled Helmet of Major Conjuration	EnchArmorScaledHelmetConjuration03	175	2
00046DB4	Scaled Helmet of Major Destruction	EnchArmorScaledHelmetDestruction03	175	2
00046DC3	Scaled Helmet of Major Illusion	EnchArmorScaledHelmetIllusion03	175	2
00046DCA	Scaled Helmet of Major Magicka	EnchArmorScaledHelmetMagicka03	175	2
00046DEE	Scaled Helmet of Major Restoration	EnchArmorScaledHelmetRestoration03	175	2
00046DED	Scaled Helmet of Restoration	EnchArmorScaledHelmetRestoration02	175	2
00046DF0	Scaled Helmet of Waterbreathing	EnchArmorScaledHelmetWaterbreathing	175	2
0001B3A4	Scaled Horn Armor	ArmorScaledCuirassB	350	6
0200E6A0	Serana Hood	DLC1SeranaHood	1	1
000BFA0A	Shahvee's Amulet of Zenithar	FavorShahveeSymbol	200	1
02012E8A	Shellbug Helmet	DLC1ArmorShellbugHelmet	600	6
000C7CBD	Sheogorath Boots	SheogorathBoots	25	0
000C7CBB	Sheogorath Outfit	SheogorathOutfit	25	1
0009E023	Shield of Solitude	MS06ShieldL12	40	12
0010EB62	Shield of Solitude	MS06ShieldL18	40	12
0010EB64	Shield of Solitude	MS06ShieldL25	40	12
0010EB63	Shield of Solitude	MS06ShieldL32	40	12
0010EB65	Shield of Solitude	MS06ShieldL40	40	12
000E41D8	Shield of Ysgramor	ArmorShieldofYsgramor	1000	12
0005B6A0	Shoes	ClothesBarKeeperShoes	2	0
00018801	Shoes	ClothesChefShoes	2	0
000E80A8	Shoes	ClothesChildrenShoes	2	0
0005B69E	Shoes	ClothesBlackSmithShoes	2	1
0403C81A	Shoes	DLC2SkaalChildrenShoes	2	0
000D2844	Shrouded Armor	DBArmor	225	7
0005ABC3	Shrouded Armor	DBArmorShortSleeve	300	32
000D2845	Shrouded Boots	DBArmorBoots	200	2
000D2842	Shrouded Cowl	DBArmorHelmet	110	2
0005ABC4	Shrouded Cowl Maskless	DBArmorHelmetMaskLess	110	2
000D2843	Shrouded Gloves	DBArmorGloves	120	2
000CF8A9	Shrouded Hand Wraps	DBClothesHandWraps	45	0.5
000CF8A1	Shrouded Hood	DBClothesHood	105	0.5
000CF8A0	Shrouded Robes	DBClothesRobes	200	0.5
000CF89F	Shrouded Shoes	DBClothesShoes	45	0.5
000877A7	Silver Amethyst Ring	JewelryRingSilverAmethyst	180	0.25
000166E0	Silver and Moonstone Circlet	ClothesCirclet02	250	2
00016719	Silver and Sapphire Circlet	ClothesCirclet06	400	2
00087833	Silver Emerald Necklace	JewelryNecklaceSilverEmerald	830	0.5
000877AB	Silver Garnet Ring	JewelryRingSilverGarnet	160	0.25
00087834	Silver Jeweled Necklace	JewelryNecklaceSilverGems	380	0.5
0009171B	Silver Necklace	JewelryNecklaceSilver	60	0.5
0003B97C	Silver Ring	JewelryRingSilver	30	0.25
000877B1	Silver Ruby Ring	JewelryRingSilverRuby	260	0.25
00087832	Silver Sapphire Necklace	JewelryNecklaceSilverSapphire	580	0.5
00024CFF	Silver-Blood Family Ring	MS02SilverBloodRing	300	0.25
04039D4A	Skaal Amulet	DLC2SkaalAmulet	1000	0
04039112	Skaal Boots	DLC2ClothesSkaalBoots	30	1.5
0403910E	Skaal Coat	DLC2ClothesSkaalCoat	100	5
04039110	Skaal Gloves	DLC2ClothesSkaalGloves	30	1.5
04039114	Skaal Hat	DLC2ClothesSkaalHat	400	1.5
0401CDA9	Skaal Villager's Outfit	DLC2SkaalVillagerOutfit	25	2
000C7F5B	Solitude Guard's Armor	ArmorGuardCuirassSolitude	75	6
000C7F5C	Solitude Guard's Helmet	ArmorGuardHelmetFullHaafingar	35	2
000214F4	Solitude Guard's Shield	ArmorGuardShieldSolitude	40	3
00045F96	Spellbreaker	DA13Spellbreaker	225	12
000EC8B1	Spriggan Shield	ArmorSprigganShield	100	8
0401CD9F	Stalhrim Armor	DLC2ArmorStalhrimHeavyCuirass	2200	38
040290A6	Stalhrim Armor of Eminent Alteration	DLC2EnchArmorStalhrimLightCuirassAlteration04	900	7
0402920C	Stalhrim Armor of Eminent Alteration	DLC2EnchArmorStalhrimHeavyCuirassAlteration04	2125	38
040290A9	Stalhrim Armor of Eminent Conjuring	DLC2EnchArmorStalhrimLightCuirassConjuration04	900	7
0402920F	Stalhrim Armor of Eminent Conjuring	DLC2EnchArmorStalhrimHeavyCuirassConjuration04	2125	38
040290AC	Stalhrim Armor of Eminent Destruction	DLC2EnchArmorStalhrimLightCuirassDestruction04	900	7
04029212	Stalhrim Armor of Eminent Destruction	DLC2EnchArmorStalhrimHeavyCuirassDestruction04	2125	38
040290B2	Stalhrim Armor of Eminent Health	DLC2EnchArmorStalhrimLightCuirassHealth04	900	7
04029215	Stalhrim Armor of Eminent Health	DLC2EnchArmorStalhrimHeavyCuirassHealth04	2125	38
040290B5	Stalhrim Armor of Eminent Illusion	DLC2EnchArmorStalhrimLightCuirassIllusion04	900	7
0402921E	Stalhrim Armor of Eminent Illusion	DLC2EnchArmorStalhrimHeavyCuirassIllusion04	2125	38
040290BB	Stalhrim Armor of Eminent Restoration	DLC2EnchArmorStalhrimLightCuirassRestoration04	900	7
04029221	Stalhrim Armor of Eminent Restoration	DLC2EnchArmorStalhrimHeavyCuirassRestoration04	2125	38
040290A7	Stalhrim Armor of Extreme Alteration	DLC2EnchArmorStalhrimLightCuirassAlteration05	900	7
0402920D	Stalhrim Armor of Extreme Alteration	DLC2EnchArmorStalhrimHeavyCuirassAlteration05	2125	38
040290AA	Stalhrim Armor of Extreme Conjuring	DLC2EnchArmorStalhrimLightCuirassConjuration05	900	7
04029210	Stalhrim Armor of Extreme Conjuring	DLC2EnchArmorStalhrimHeavyCuirassConjuration05	2125	38
040290AD	Stalhrim Armor of Extreme Destruction	DLC2EnchArmorStalhrimLightCuirassDestruction05	900	7
04029213	Stalhrim Armor of Extreme Destruction	DLC2EnchArmorStalhrimHeavyCuirassDestruction05	2125	38
040290B3	Stalhrim Armor of Extreme Health	DLC2EnchArmorStalhrimLightCuirassHealth05	900	7
04029216	Stalhrim Armor of Extreme Health	DLC2EnchArmorStalhrimHeavyCuirassHealth05	2125	38
040290B6	Stalhrim Armor of Extreme Illusion	DLC2EnchArmorStalhrimLightCuirassIllusion05	900	7
0402921F	Stalhrim Armor of Extreme Illusion	DLC2EnchArmorStalhrimHeavyCuirassIllusion05	2125	38
040290BC	Stalhrim Armor of Extreme Restoration	DLC2EnchArmorStalhrimLightCuirassRestoration05	900	7
04029222	Stalhrim Armor of Extreme Restoration	DLC2EnchArmorStalhrimHeavyCuirassRestoration05	2125	38
040290BF	Stalhrim Armor of Invigoration	DLC2EnchArmorStalhrimLightCuirassStaminaRate05	900	7
04029225	Stalhrim Armor of Invigoration	DLC2EnchArmorStalhrimHeavyCuirassStaminaRate05	2125	38
040290A5	Stalhrim Armor of Major Alteration	DLC2EnchArmorStalhrimLightCuirassAlteration03	900	7
040290A8	Stalhrim Armor of Major Conjuring	DLC2EnchArmorStalhrimLightCuirassConjuration03	900	7
040290AB	Stalhrim Armor of Major Destruction	DLC2EnchArmorStalhrimLightCuirassDestruction03	900	7
040290B1	Stalhrim Armor of Major Health	DLC2EnchArmorStalhrimLightCuirassHealth03	900	7
040290B4	Stalhrim Armor of Major Illusion	DLC2EnchArmorStalhrimLightCuirassIllusion03	900	7
040290BA	Stalhrim Armor of Major Restoration	DLC2EnchArmorStalhrimLightCuirassRestoration03	900	7
040290AF	Stalhrim Armor of Mending	DLC2EnchArmorStalhrimLightCuirassHealRate04	900	7
04029219	Stalhrim Armor of Mending	DLC2EnchArmorStalhrimHeavyCuirassHealthRate04	2125	38
0402920E	Stalhrim Armor of Peerless Alteration	DLC2EnchArmorStalhrimHeavyCuirassAlteration06	2125	38
04029211	Stalhrim Armor of Peerless Conjuring	DLC2EnchArmorStalhrimHeavyCuirassConjuration06	2125	38
04029214	Stalhrim Armor of Peerless Destruction	DLC2EnchArmorStalhrimHeavyCuirassDestruction06	2125	38
04029218	Stalhrim Armor of Peerless Health	DLC2EnchArmorStalhrimHeavyCuirassHealth06	2125	38
04029220	Stalhrim Armor of Peerless Illusion	DLC2EnchArmorStalhrimHeavyCuirassIllusion06	2125	38
04029223	Stalhrim Armor of Peerless Restoration	DLC2EnchArmorStalhrimHeavyCuirassRestoration06	2125	38
040290BD	Stalhrim Armor of Recuperation	DLC2EnchArmorStalhrimLightCuirassStaminaRate03	900	7
040290B0	Stalhrim Armor of Regeneration	DLC2EnchArmorStalhrimLightCuirassHealRate05	900	7
0402921A	Stalhrim Armor of Regeneration	DLC2EnchArmorStalhrimHeavyCuirassHealthRate05	2125	38
040290BE	Stalhrim Armor of Rejuvenation	DLC2EnchArmorStalhrimLightCuirassStaminaRate04	900	7
04029224	Stalhrim Armor of Rejuvenation	DLC2EnchArmorStalhrimHeavyCuirassStaminaRate04	2125	38
040290AE	Stalhrim Armor of Remedy	DLC2EnchArmorStalhrimLightCuirassHealRate03	900	7
04029226	Stalhrim Armor of Renewal	DLC2EnchArmorStalhrimHeavyCuirassStaminaRate06	2125	38
04029217	Stalhrim Armor of Revival	DLC2EnchArmorStalhrimHeavyCuirassHealthRate06	2125	38
040290B8	Stalhrim Armor of the Eminent Knight	DLC2EnchArmorStalhrimLightCuirassLightArmor04	900	7
0402921B	Stalhrim Armor of the Eminent Knight	DLC2EnchArmorStalhrimHeavyCuirassHeavyArmor04	2125	38
040290B7	Stalhrim Armor of the Major Squire	DLC2EnchArmorStalhrimLightCuirassLightArmor03	900	7
040290B9	Stalhrim Armor of the Noble Knight	DLC2EnchArmorStalhrimLightCuirassLightArmor05	900	7
0402921C	Stalhrim Armor of the Noble Knight	DLC2EnchArmorStalhrimHeavyCuirassHeavyArmor05	2125	38
0402921D	Stalhrim Armor of the Peerless Knight	DLC2EnchArmorStalhrimHeavyCuirassHeavyArmor06	2125	38
0401CD9E	Stalhrim Boots	DLC2ArmorStalhrimHeavyBoots	450	7
04029094	Stalhrim Boots of Brawn	DLC2EnchArmorStalhrimLightBootsCarry04	190	2
040291FC	Stalhrim Boots of Brawn	DLC2EnchArmorStalhrimHeavyBootsCarry04	425	7
04029096	Stalhrim Boots of Dwindling Flames	DLC2EnchArmorStalhrimLightBootsResistFire03	190	2
04029099	Stalhrim Boots of Dwindling Frost	DLC2EnchArmorStalhrimLightBootsResistFrost03	190	2
0402909D	Stalhrim Boots of Dwindling Shock	DLC2EnchArmorStalhrimLightBootsResistShock03	190	2
040290A0	Stalhrim Boots of Eminent Sneaking	DLC2EnchArmorStalhrimLightBootsSneak04	190	2
040290A3	Stalhrim Boots of Eminent Stamina	DLC2EnchArmorStalhrimLightBootsStamina04	190	2
04029209	Stalhrim Boots of Eminent Stamina	DLC2EnchArmorStalhrimHeavyBootsStamina04	425	7
040290A1	Stalhrim Boots of Extreme Sneaking	DLC2EnchArmorStalhrimLightBootsSneak05	190	2
040290A4	Stalhrim Boots of Extreme Stamina	DLC2EnchArmorStalhrimLightBootsStamina05	190	2
0402920A	Stalhrim Boots of Extreme Stamina	DLC2EnchArmorStalhrimHeavyBootsStamina05	425	7
04029098	Stalhrim Boots of Fire Abatement	DLC2EnchArmorStalhrimLightBootsResistFire05	190	2
04029201	Stalhrim Boots of Fire Abatement	DLC2EnchArmorStalhrimHeavyBootsResistFire05	425	7
04029097	Stalhrim Boots of Fire Suppression	DLC2EnchArmorStalhrimLightBootsResistFire04	190	2
04029200	Stalhrim Boots of Fire Suppression	DLC2EnchArmorStalhrimHeavyBootsResistFire04	425	7
0402909B	Stalhrim Boots of Frost Abatement	DLC2EnchArmorStalhrimLightBootsResistFrost05	190	2
04029204	Stalhrim Boots of Frost Abatement	DLC2EnchArmorStalhrimHeavyBootsResistFrost05	425	7
0402909A	Stalhrim Boots of Frost Suppression	DLC2EnchArmorStalhrimLightBootsResistFrost04	190	2
04029203	Stalhrim Boots of Frost Suppression	DLC2EnchArmorStalhrimHeavyBootsResistFrost04	425	7
04029208	Stalhrim Boots of Grounding	DLC2EnchArmorStalhrimHeavyBootsResistShock06	425	7
0402909C	Stalhrim Boots of Major Sneaking	DLC2EnchArmorStalhrimLightBootsSneak03	190	2
040290A2	Stalhrim Boots of Major Stamina	DLC2EnchArmorStalhrimLightBootsStamina03	190	2
04029100	Stalhrim Boots of Muffling	DLC2EnchArmorStalhrimLightBootsMuffle	190	2
040291FF	Stalhrim Boots of Muffling	DLC2EnchArmorStalhrimHeavyBootsMuffle	425	7
0402920B	Stalhrim Boots of Peerless Stamina	DLC2EnchArmorStalhrimHeavyBootsStamina06	425	7
0402909F	Stalhrim Boots of Shock Abatement	DLC2EnchArmorStalhrimLightBootsResistShock05	190	2
04029207	Stalhrim Boots of Shock Abatement	DLC2EnchArmorStalhrimHeavyBootsResistShock05	425	7
0402909E	Stalhrim Boots of Shock Suppression	DLC2EnchArmorStalhrimLightBootsResistShock04	190	2
04029206	Stalhrim Boots of Shock Suppression	DLC2EnchArmorStalhrimHeavyBootsResistShock04	425	7
04029093	Stalhrim Boots of Strength	DLC2EnchArmorStalhrimLightBootsCarry03	190	2
